2.0436e+14, 1.591e+14, 3.58366, -1154.73, 867.754, 0, 0, 0, 0, 0, 0, 4.25615, -598.811, 597.134, 0, 0, 0
6.1392e+13, 1.3337e+14, 0.222846, 1099.36, 1049.23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1.2149e+14, 8.1222e+13, 4.85893, -469.594, 262.141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6.9813e+13, 6.8637e+13, 2.6441, -1142.37, 337.485, 0, 0, 0, 0, 0, 0, 3.27721, -736.586, 317.728, 0, 0, 0
7.8422e+13, 1.6647e+14, 1.64387, -1021.96, 619.758, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8.8137e+13, 1.3586e+14, 0.564434, 665.475, 138.668, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7.2989e+13, 2.1574e+14, 0.982556, -1955.0, 387.821, 0, 0, 0, 0, 0, 0, 2.0516, -1403.93, 229.949, 0, 0, 0
2.3228e+14, 6.0828e+13, 4.20647, -1357.67, 506.005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7.5318e+13, 1.9994e+14, 3.7525, -734.16, 300.373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8.3574e+13, 8.7031e+13, 3.34978, -136.071, 392.943, 0, 0, 0, 0, 0, 0, 3.43554, -214.28, 196.905, 0, 0, 0
1.0321e+14, 1.1312e+14, 1.68296, -1280.02, 417.862, 0, 0, 0, 0, 0, 0, 2.43311, -976.37, 398.897, 0, 0, 0
6.0616e+13, 2.2522e+14, 2.4615, -1016.31, 566.133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2.6933e+14, 1.6089e+14, 1.82411, -1434.58, 272.566, 0, 0, 0, 0, 0, 0, 2.80695, -1111.48, 201.209, 0, 0, 0
1.4134e+14, 2.1683e+14, 2.70488, -704.359, 650.851, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7.2918e+13, 8.8537e+13, 2.15255, -755.52, 550.431, 0, 0, 0, 0, 0, 0, 2.71675, -925.515, 701.764, 0, 0, 0
1.1098e+14, 8.7102e+13, 2.21943, -873.078, 141.829, 0, 0, 0, 0, 0, 0, 2.87017, -1167.06, 131.084, 0, 0, 0
1.4334e+14, 7.687e+13, 2.03058, -1049.91, 308.701, 0, 0, 0, 0, 0, 0, 2.63966, -1082.09, 356.266, 0, 0, 0
6.6873e+13, 7.7905e+13, 1.87449, -664.432, 181.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1.6421e+14, 8.5009e+13, 2.74107, -1429.84, 573.877, 0, 0, 0, 0, 0, 0, 3.73566, -1130.84, 496.434, 0, 0, 0
1.1867e+14, 6.1698e+13, 3.50836, -1075.81, 295.525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6.9037e+13, 9.143e+13, 3.43191, -196.992, 391.491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7.9693e+13, 1.2333e+14, 0.60787, 654.139, 333.12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1.4228e+14, 8.0022e+13, 4.81562, -845.824, 227.21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8.7243e+13, 6.5156e+13, 3.92589, -762.139, 523.556, 0, 0, 0, 0, 0, 0, 4.39357, -532.183, 482.136, 0, 0, 0
1.1333e+14, 7.0989e+13, 3.61567, -0.16201, 91.2872, 0, 0, 0, 0, 0, 0, 3.60137, 175.797, 414.571, 0, 0, 0
7.5788e+13, 1.2443e+14, 1.46276, -492.898, 477.038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2.2017e+14, 8.7643e+13, 0.66945, -1636.82, 975.388, 0, 0, 0, 0, 0, 0, 1.6102, -1076.46, 518.085, 0, 0, 0
2.1661e+14, 9.0113e+13, 3.42523, -434.06, 552.335, 0, 0, 0, 0, 0, 0, 3.57817, -131.605, 543.662, 0, 0, 0
6.3909e+13, 9.978e+13, 3.78563, -1178.31, 286.655, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6.6826e+13, 9.0771e+13, 3.76599, -272.126, 514.776, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8.3291e+13, 1.214e+14, 2.04445, -376.02, 21.9216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1.7324e+14, 2.6427e+14, 4.08677, -900.42, 663.447, 0, 0, 0, 0, 0, 0, 4.89229, -1337.93, 560.043, 0, 0, 0
1.1987e+14, 6.7908e+13, 0.800304, -1091.12, 572.214, 0, 0, 0, 0, 0, 0, 1.45948, -927.766, 418.7, 0, 0, 0
7.1154e+13, 8.5832e+13, 2.96437, -533.3, 361.384, 0, 0, 0, 0, 0, 0, 3.2168, -336.346, 415.77, 0, 0, 0
6.7344e+13, 1.1493e+14, 1.54817, -1318.23, 612.284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1.3217e+14, 8.642e+13, 4.63085, -958.111, 339.148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9.2183e+13, 7.3389e+13, 1.8589, -1143.78, 367.689, 0, 0, 0, 0, 0, 0, 2.71555, -1320.48, 366.03, 0, 0, 0
8.0328e+13, 6.3839e+13, 3.73391, -776.655, 310.813, 0, 0, 0, 0, 0, 0, 4.02104, -813.888, 249.873, 0, 0, 0
6.0593e+13, 7.6141e+13, 1.79127, -810.955, 386.578, 0, 0, 0, 0, 0, 0, 2.49346, -918.426, 409.084, 0, 0, 0
1.6331e+14, 6.4309e+13, 2.52987, -746.349, 254.17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6.5062e+13, 7.2401e+13, 1.71398, -1031.76, 143.945, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6.852e+13, 6.0169e+13, 3.65728, -647.28, 104.907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6.4333e+13, 7.8281e+13, 2.99816, -293.131, 346.231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1.5967e+14, 7.0331e+13, 4.03561, -485.611, 730.311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7.4612e+13, 1.9032e+14, 0.361023, -805.534, 1616.2, 0, 0, 0, 0, 0, 0, 1.26926, -1110.91, 331.055, 0, 0, 0
6.8567e+13, 2.3927e+14, 0.196314, 1189.68, 666.149, 0, 0, 0, 0, 0, 0, 1.01163, -1447.13, 246.807, 0, 0, 0
1.834e+14, 1.0808e+14, 4.1067, -541.864, 586.495, 0, 0, 0, 0, 0, 0, 4.26839, -444.085, 618.179, 0, 0, 0
6.8825e+13, 8.4538e+13, 3.46973, -805.957, 202.933, 0, 0, 0, 0, 0, 0, 4.1181, -914.43, 255.464, 0, 0, 0
1.3873e+14, 8.1127e+13, 3.4101, -1168.62, 150.668, 0, 0, 0, 0, 0, 0, 4.07261, -781.607, 127.738, 0, 0, 0
1.1902e+14, 6.398e+13, 4.50572, -768.426, 325.188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1.0063e+14, 9.0019e+13, 4.95144, -711.915, 253.434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1.1307e+14, 1.2215e+14, 4.22553, -272.247, 501.278, 0, 0, 0, 0, 0, 0, 3.9923, 156.208, 357.703, 0, 0, 0
6.6756e+13, 1.9735e+14, 0.960403, 713.314, 379.636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6.485e+13, 7.4847e+13, 4.44091, -348.124, 308.778, 0, 0, 0, 0, 0, 0, 4.5774, 18.5475, 130.837, 0, 0, 0
1.3168e+14, 6.3462e+13, 4.82796, -607.262, 223.356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6.3839e+13, 6.8049e+13, 4.93703, -557.209, 191.608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7.4e+13, 9.0113e+13, 3.61872, -761.23, 364.194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6.6309e+13, 6.4356e+13, 3.19939, -704.975, 613.015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8.0751e+13, 8.1057e+13, 4.81524, -1008.5, 945.732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7.0801e+13, 8.9642e+13, 2.22927, -880.868, 167.985, 0, 0, 0, 0, 0, 0, 2.92922, -904.242, 288.289, 0, 0, 0
1.189e+14, 2.0356e+14, 3.64282, -862.051, 954.113, 0, 0, 0, 0, 0, 0, 4.05739, -637.76, 839.137, 0, 0, 0
