48553.0, 14456136726.0, 14456136728.0, 8.6088e+14, 1.7533e+14, 1935.65, 1138.85, 0.744811, 1485.43, 625.734, 78, 0.310356246916, 845.309294099, 2545.12814
48570.0, 14466914322.0, 14466914324.0, 7.6047e+13, 2.5627e+14, 862.063, 1292.45, 0.366329, 428.129, 1410.96, 78, 0.378063486732, -483.680933012, 1405.78660004
48572.0, 14455746687.0, 14455746685.0, 7.1766e+13, 9.1679e+14, 845.574, 1976.68, 0.912031, -1068.13, 261.174, 69, 0.678366420159, 2374.92516157, 629.4737817
48575.0, 14456625464.0, 14456625467.0, 6.9555e+13, 1.1827e+15, 836.799, 2151.82, 0.83642, 1755.6, 508.895, 78, 0.19928193596, 1411.2229874, 2613.60052172
48607.0, 14458967812.0, 14458967807.0, 2.8636e+14, 9.3429e+13, 1341.16, 923.295, 0.536613, 1038.42, 444.565, 78, 0.201652398944, 678.882615415, 1390.64999086
48737.0, 14460527087.0, 14460527086.0, 8.9219e+13, 2.3129e+14, 909.212, 1249.01, 0.154415, 690.676, 356.42, 77, 0.621900184917, -898.847489609, 430.608556144
48739.0, 14465491070.0, 14465491069.0, 9.7099e+13, 2.5825e+14, 935.227, 1295.76, 0.371937, -1307.24, 697.377, 78, 0.692596563665, -1084.36407196, 616.49763377
48758.0, 14463940108.0, 14463940104.0, 4.3041e+14, 1.8213e+14, 1536.29, 1153.38, 0.265375, 86.3686, 1760.12, 78, 0.607, -1520.19059308, 1132.26555265
48785.0, 14467106686.0, 14467106687.0, 6.0875e+13, 2.0314e+14, 800.434, 1196.12, 0.152591, -1120.41, 474.544, 78, 0.622931777966, -1245.20162149, 288.963383741
48786.0, 14458333878.0, 14458333877.0, 6.708e+14, 6.7367e+13, 1781.19, 827.933, 0.736387, 19.393, 277.127, 77, 0.338060645447, 1713.57378566, 985.282042215
48813.0, 14456971933.0, 14456971934.0, 2.367e+14, 7.6846e+13, 1258.67, 865.075, 0.173753, 863.625, 221.745, 78, 0.322374006396, -1151.90344951, 176.38202867
48880.0, 14467057509.0, 14467057511.0, 3.545e+14, 6.0452e+13, 1440.07, 798.574, 0.673769, 618.925, 1216.92, 77, 0.480384221223, -192.771048484, 1752.60308249
48899.0, 14460968337.0, 14460968340.0, 3.9152e+14, 6.9931e+13, 1488.56, 838.305, 0.853159, 216.506, 345.507, 77, 0.462497567561, 980.302150324, 1531.28713587
48911.0, 14463259347.0, 14463259346.0, 8.5978e+14, 1.4711e+14, 1934.82, 1074.13, 0.245294, -1201.88, 1244.05, 78, 0.653195223497, -1177.87885202, 674.897015668
48923.0, 14462184261.0, 14462184262.0, 9.9162e+14, 1.5837e+14, 2029.06, 1100.88, 0.179466, -1697.02, 171.872, 78, 0.689612209869, -921.462440639, 216.820873976
48936.0, 14463842598.0, 14463842600.0, 3.4345e+14, 1.5016e+14, 1424.94, 1081.52, 0.193013, 1342.91, 84.767, 78, 0.522968450291, -1673.1447557, 110.301335359
49013.0, 14458481604.0, 14458481601.0, 1.3078e+14, 6.0946e+13, 1032.83, 800.743, 0.538777, -516.333, 1057.22, 78, 0.689965216515, -478.3397367, 825.110007025
49049.0, 14462529210.0, 14462529209.0, 7.9989e+14, 7.1813e+13, 1888.81, 845.758, 0.0483322, 833.244, 393.238, 76, 0.253852319272, -1276.08221555, 136.734518517
49066.0, 14460235850.0, 14460235851.0, 4.8373e+14, 6.3674e+13, 1597.28, 812.519, 0.181339, -1337.34, 1154.81, 78, 0.685451675904, -1405.56012024, 513.056747643
49107.0, 14462966359.0, 14462966358.0, 1.1168e+14, 1.9102e+15, 979.883, 2524.69, 0.723074, -1785.55, 270.988, 69, 0.368761440501, 2556.67590603, 16.474004766
49123.0, 14465491092.0, 14465491094.0, 2.6966e+14, 7.6494e+13, 1314.57, 863.749, 0.432791, 1326.0, 255.174, 78, 0.150073315416, -1119.77428855, 1138.74593506
49128.0, 14461990049.0, 14461990051.0, 7.2589e+13, 6.1197e+14, 848.795, 1727.52, 0.373679, 696.935, 2047.45, 78, 0.544886226656, -1295.35637987, 1509.38608064
49209.0, 14464523515.0, 14464523517.0, 6.2545e+13, 2.2405e+14, 807.688, 1235.83, 0.749353, 905.72, 474.588, 77, 0.237335205985, 757.288153917, 1708.64174397
49212.0, 14465156336.0, 14465156338.0, 1.6604e+14, 3.0788e+14, 1118.37, 1373.96, 0.190515, 789.357, 214.746, 78, 0.416024037767, -1497.17887299, 597.126084155
49254.0, 14464376951.0, 14464376956.0, 6.7807e+14, 6.031e+13, 1787.6, 797.952, 1.16006, 1111.24, 355.879, 76, 0.313848689658, -674.179937571, 2307.86627558
49284.0, 14467387003.0, 14467387005.0, 9.4062e+14, 8.1386e+13, 1993.66, 881.785, 0.467615, -1128.71, 464.367, 71, 0.639168209472, -441.458251238, 2251.27313559
49298.0, 14455747437.0, 14455747438.0, 7.8305e+13, 3.1769e+14, 870.513, 1388.4, 0.316386, 1165.76, 214.936, 78, 0.311064044852, -1492.78363631, 591.734025444
49312.0, 14459603560.0, 14459603563.0, 7.5365e+13, 3.7703e+14, 859.478, 1469.96, 0.354364, 1674.19, 260.552, 78, 0.385887289244, -1967.81161538, 511.931644161
49327.0, 14455209470.0, 14455209468.0, 3.795e+14, 1.0872e+14, 1473.17, 971.137, 0.297743, -313.147, 1782.93, 78, 0.603953648884, -1218.25249563, 1097.61219171
49339.0, 14466297999.0, 14466298004.0, 3.2771e+14, 8.976e+13, 1402.84, 911.046, 0.413401, 1061.51, 538.788, 78, 0.178952507666, -785.9514339, 1438.79854134
49342.0, 14456038221.0, 14456038220.0, 6.5415e+13, 7.2309e+14, 819.856, 1826.32, 0.131605, -547.525, 631.886, 71, 0.246355434282, -612.663124076, 1196.62895431
49351.0, 14463017797.0, 14463017798.0, 6.2051e+13, 1.6938e+14, 805.556, 1125.82, 0.207889, 1143.28, 63.7135, 78, 0.317285360519, -1381.96461155, 269.917456514
49386.0, 14467057297.0, 14467057300.0, 9.2841e+13, 4.8622e+14, 921.354, 1600.02, 0.500221, 1406.65, 467.699, 78, 0.181881829769, -1152.33896792, 1705.06546417
49417.0, 14465011250.0, 14465011252.0, 7.4047e+13, 8.7525e+14, 854.441, 1946.36, 0.721474, 1892.08, 122.888, 78, 0.0969587541174, -2086.81167412, 1992.63084089
49508.0, 14463211905.0, 14463211907.0, 3.7727e+14, 6.3486e+13, 1470.27, 811.718, 0.607424, 1223.28, 368.286, 78, 0.117541482039, 509.907472325, 1458.9453589
49516.0, 14459456531.0, 14459456532.0, 3.1472e+14, 6.9884e+13, 1384.06, 838.117, 0.692098, 728.997, 1115.38, 77, 0.53536622979, -133.086448183, 1704.74232493
49541.0, 14465777971.0, 14465777972.0, 6.1228e+13, 1.9528e+14, 801.977, 1180.5, 0.131335, -1534.25, 37.5702, 78, 0.623775600677, -1364.60111469, 55.0397210038
49632.0, 14458333377.0, 14458333379.0, 1.5744e+15, 1.2848e+14, 2367.1, 1026.73, 0.339737, -1615.28, 240.935, 76, 0.287904498055, -2671.65607067, 379.90213116
49673.0, 14457799070.0, 14457799068.0, 7.9622e+13, 2.3442e+14, 875.367, 1254.62, 0.12474, -838.04, 1064.07, 78, 0.625570139952, -1451.58825846, 324.503455901
49682.0, 14463066840.0, 14463066838.0, 2.2005e+14, 1.2307e+14, 1228.43, 1012.11, 0.37354, -284.913, 835.59, 78, 0.517853261069, -564.658064326, 996.154639849
49695.0, 14462579082.0, 14462579083.0, 3.0092e+14, 2.0732e+14, 1363.52, 1204.28, 0.480443, 893.513, 257.342, 78, 0.0633166644731, -573.862825883, 1116.59272596
49769.0, 14465870624.0, 14465870621.0, 6.2075e+13, 8.2854e+14, 805.658, 1911.1, 1.05411, -153.683, 465.411, 73, 0.140317497127, -374.159538724, 1785.68146003
49809.0, 14457067416.0, 14457067414.0, 2.161e+14, 7.6094e+13, 1221.04, 862.241, 0.436541, -385.363, 1471.56, 78, 0.62766949902, -803.246741776, 1133.72019596
49822.0, 14455113197.0, 14455113195.0, 2.4959e+14, 8.2962e+13, 1281.12, 887.44, 0.15217, -971.349, 1263.89, 78, 0.640285092752, -1477.24079587, 501.055155465
49829.0, 14463067151.0, 14463067150.0, 1.7976e+14, 7.7011e+13, 1148.35, 865.692, 0.210452, 457.285, 1560.41, 78, 0.456259794415, -1182.69868747, 985.164027286
49856.0, 14465585515.0, 14465585516.0, 7.9749e+14, 9.5805e+13, 1886.92, 931.055, 0.379111, 2002.1, 324.763, 78, 0.458830033891, -2175.6525865, 1178.30053108
49857.0, 14455455424.0, 14455455428.0, 8.5147e+14, 6.9413e+13, 1928.57, 836.233, 0.886379, 1583.68, 986.568, 77, 0.40813179244, -989.224170915, 2613.4123122
49859.0, 14455113595.0, 14455113594.0, 7.8046e+13, 1.8691e+14, 869.553, 1163.38, 0.365671, 246.764, 1410.44, 78, 0.477156158925, -691.103140622, 1266.29833792
49879.0, 14457455014.0, 14457455010.0, 1.4558e+14, 8.9069e+14, 1070.4, 1957.73, 0.578865, 2211.85, 1445.97, 78, 0.435527266655, -1861.89284135, 2038.3176882
